,area,bathroom_num,bedroom_num,city,desc,dev_name,floor_count,floor_num,furnishing,id,id_string,latitude,locality,longitude,post_date,poster_name,price,project,title,trans,type,url,user_type
21810,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,5 floor,East facing This is semi furnished 2 bhk with all facilities near by BKC connecting Grand hyaat",Kabra Group,16.0,5.0,Semi-Furnished,47289391,domcache_srp_47289391,19.073390300000003,Kalina,72.8654319,2020-01-12,Atif Siddique,63333,Kabra Centroid," 2 BHK Apartment for Rent in Kabra Centroid, Kalina 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Kalina-in-Mumbai&id=4d423437323839333931,Agent
21897,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,11 floor,East facing 2 BHK Flat on rent available at Godrej Trees Vikhroli east please contact us for more details.",Godrej Properties,18.0,11.0,Unfurnished,46690137,domcache_srp_46690137,19.0937492,Vikhroli,72.922604,2019-12-13,Vinayak  Pandya,65000,Godrej The Trees," 2 BHK Apartment for Rent in Godrej The Trees, Vikhroli 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Vikhroli-in-Mumbai&id=4d423436363930313337,Agent
21950,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,8 floor,East facing Clear view, One of the best flats in Meridia, Fully furnished",Omkar Realtors and Developers Pvt. Ltd.,15.0,8.0,Unfurnished,46984425,domcache_srp_46984425,19.07023,Bandra Kurla Complex,72.876903,2020-01-14,Jain,65000,Omkar Meridia," 2 BHK Apartment for Rent in Omkar Meridia, Bandra Kurla Complex 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Bandra-Kurla-Complex-in-Mumbai&id=4d423436393834343235,Owner
21958,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,2 floor,West facing Two Bedroom Hall Kitchen Flat at Khar West, Off Linking Road, Near Khar Telephone Exchange, Fully Furnished",Cooperative Group Housing Society,5.0,2.0,Furnished,45244561,domcache_srp_45244561,19.0247008,Khar West,72.8367684,2020-01-12,Salim  Patel,75000,Radha Niwas CHS," 2 BHK Apartment for Rent in Radha Niwas CHS, Khar West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Khar-West-in-Mumbai&id=4d423435323434353631,Agent
22007,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,3 floor,North - West facing Semifurnished 2bhk in premium location on Prarthana samaj road in Vile parle east, Only family Preferred, 1 car parking .Premium location being 5 mins walk to Vile Parle station, 5 mins drive to Western express highway, 5 mins drive to domestic airport and 10 mins to International airport, 15 mins drive to Bandra kurla complex,Sathye ,Dahanukar, Narsee monjee, Mithibhai college 5 to 15 mins drive. Schools like Parle tilak, Madhavrao bhagvat,  j Narsee  5 to 15 mins drive.",Cooperative Group Housing Society,6.0,3.0,Unfurnished,45037493,domcache_srp_45037493,19.1140593,Andheri East,72.8833768,2019-12-06,Rahul,65000,Sai Prarthana CHS," 2 BHK Apartment for Rent in Sai Prarthana CHS, Andheri East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-East-in-Mumbai&id=4d423435303337343933,Agent
22077,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,8 floor,East facing Experience the glamorous  living at kanakia hollywood Available 2 bhk in versova sea facing with all modern amenities.",Kanakia Spaces Realty Pvt. Ltd.,15.0,8.0,Unfurnished,47256481,domcache_srp_47256481,19.139307,Jeet Nagar,72.8066193,2020-01-10,Jain Estate,75000,Kanakia Hollywood," 2 BHK Apartment for Rent in Kanakia Hollywood, Jeet Nagar 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Jeet-Nagar-in-Mumbai&id=4d423437323536343831,Agent
22165,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,4 floor,East facing Very Good Sociaty , with all aministis , Nr by B K.C,",Omkar Realtors and Developers Pvt. Ltd.,10.0,4.0,Furnished,46158885,domcache_srp_46158885,19.07023,Bandra Kurla Complex,72.876903,2019-11-19,sukhvinder lohia,65000,Omkar Meridia," 2 BHK Apartment for Rent in Omkar Meridia, Bandra Kurla Complex 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Bandra-Kurla-Complex-in-Mumbai&id=4d423436313538383835,Agent
22192,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,10 floor,East facing available flat on rent in parel 2bhk fully furnished +parking ,modern kitchen gas, sofa, dining table, etc",Om Group,18.0,10.0,Semi-Furnished,25572901,domcache_srp_25572901,18.9991177205932,Parel,72.8448386426703,2020-01-01,Jeetendra gaikwad,76000,Om Residency Parel," 2 BHK Apartment for Rent in Om Residency Parel, Parel 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Parel-in-Mumbai-r9&id=4d423235353732393031,Agent
22233,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,Upper Basement floor,East facing its a spacious 2 bhk in the heart of mumbai, the flat has great amount of air, sunlight and ventilation , its a good decent gated society with security and cctv cameras, all the best schools,hospitals etc are nearby, pls call for further details",Omkar Realtors and Developers Pvt. Ltd.,31.0,-1.0,Semi-Furnished,47171867,domcache_srp_47171867,19.0013826,Parmanand Wadi,72.84845279999998,2020-01-07,Santosh P,72000,Omkar Veda," 2 BHK Apartment for Rent in Omkar Veda, Parmanand Wadi 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Parmanand-Wadi-in-Mumbai&id=4d423437313731383637,Agent
22236,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,6 floor,East facing Good looking Multistorey Apartment available for rent. This is one of best huge complex of sunder Nagar with Garden, Club Connecting BKC, Santacruz station and Kurla station near by.",Bharat Builders,8.0,6.0,Semi-Furnished,47223463,domcache_srp_47223463,19.0722769,Kalina,72.8642505,2020-01-09,Atif Siddique,64999,Golden Square," 2 BHK Apartment for Rent in Golden Square, Kalina 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Kalina-in-Mumbai&id=4d423437323233343633,Agent
22256,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,10 floor,East facing 2 bhk spacious flat in raheja classique , with all eminities like garden , pool , reserve parking , children play area. its very beautifully done up flat . any quairy plz call us further details........",K Raheja Corp,20.0,10.0,Furnished,41749157,domcache_srp_41749157,19.1371003,Lokhandwala Complex,72.83205600000002,2019-12-21,Sumairaa,75000,Raheja Classique," 2 BHK Apartment for Rent in Raheja Classique, Lokhandwala Complex 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Lokhandwala-Complex-in-Mumbai-r2&id=4d423431373439313537,Agent
22320,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,3 floor 2 BHK, Multistorey Apartment is available for Rent in Andheri West, Mumbai for 70,000",Cooperative Group Housing Society,6.0,3.0,Unfurnished,46928271,domcache_srp_46928271,19.1241633,Andheri West,72.8410072,2020-01-04,Kuldeep,70000,Garden View CHS," 2 BHK Apartment for Rent in Garden View CHS, Andheri West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-West-in-Mumbai&id=4d423436393238323731,Agent
22405,1000.0,1.0,2,Mumbai,"1 Bath,Furnished,4 floor,North - East facing 2BHK (1000 sq.ft) Fully Furnished flat available for rent with all basic amenities in prime location andhei west juhu versova link road. It is good building, well maintained flat Excellent view, airy and plenty sunlight inside flat. It is very close to Lokhandwala Market and easy connectivity to Schools, Hospital, College, Bank, ATM, Market, Multiplex, Shopping malls etc.Rent 70000/-10 mins away from Versova & D.N Nagar Metro.20 mins away from Andheri Railway Station30-mins away from International & Domestic Airport.Quick & Hassle free deal.Also Available More Residential and Commercial Properties on Lease and Outright Andheri West, Andheri East, Juhu, Bandra, Santacruz.For more details feel free to contact us.",Cooperative Group Housing Society,7.0,4.0,Furnished,46508135,domcache_srp_46508135,0.0,Andheri West,0.0,2019-12-05,Dharmesh,70000,Andheri CHS," 2 BHK Apartment for Rent in Andheri CHS, Andheri West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-West-in-Mumbai&id=4d423436353038313335,Agent
22430,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,16 floor,East facing Semi Furnished 2 bhk Flat Fore Lease in Raheja Classique New Link Road Andheri West. One of the Best premium Tower in Andheri west. We Have Many other options For Lease and Outright in Andheri west. Please Call For More Details Varad Proerties.",K Raheja Corp,22.0,16.0,Semi-Furnished,41110629,domcache_srp_41110629,19.1371003,Andheri West,72.83205600000002,2019-11-26,Varad Properties,75000,Raheja Classique," 2 BHK Apartment for Rent in Raheja Classique, Andheri West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-West-in-Mumbai-r2&id=4d423431313130363239,Agent
22458,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,2 floor,West facing The property is a 2bhk flat located at bandra west almeida park road. It is an emty flat at prime location and have schoool, colleges, bustop, hospital market near the apartment.",Hilla Builder Pvt. Ltd.,8.0,2.0,Unfurnished,28593913,domcache_srp_28593913,19.057589,Bandra West,72.83142600000002,2019-12-12,Shakir Shandiwan,75000,Almeida Park," 2 BHK Apartment for Rent in Almeida Park, Bandra West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Bandra-West-in-Mumbai-r9&id=4d423238353933393133,Agent
22470,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,8 floor,East facing This is semi furnished 2 bhk with all facilities near by BKC connecting Grand hyaat",Kabra Group,16.0,8.0,Semi-Furnished,47163107,domcache_srp_47163107,19.073390300000003,Kalina,72.8654319,2020-01-06,Atif Siddique,66000,Kabra Centroid," 2 BHK Apartment for Rent in Kabra Centroid, Kalina 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Kalina-in-Mumbai&id=4d423437313633313037,Agent
22496,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,10 floor,North - East facing it is a nice flat new painting modular kitchen made higher floor only family are welcome",Windsor Realty,25.0,10.0,Furnished,36296829,domcache_srp_36296829,19.136035289426104,Lokhandwala Complex,72.8267073581455,2019-12-20,Vinod Kumar,70000,Windsor," 2 BHK Apartment for Rent in Windsor, Lokhandwala Complex 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Lokhandwala-Complex-in-Mumbai-r3&id=4d423336323936383239,Agent
22513,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,1 floor,East facing An amazing Sea view and garden facing flat available on rent , Quite , Peace full place to live in",Shree Yogeshwar Builders And Developers,14.0,1.0,Unfurnished,46043737,domcache_srp_46043737,19.0198623047892,Prabhadevi,72.8320821964833,2019-11-14,Mukund,75000,Paschim Apartments," 2 BHK Apartment for Rent in Paschim Apartments, Prabhadevi 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Prabhadevi-in-Mumbai&id=4d423436303433373337,Agent
22518,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,16 floor,East facing This 2 BHK flat, located on the 16 th Floor has a covered area of 1000 Sq-ft and is well planned with all modern amenities.The house has Granite, Marble, Marbonite, Mosaic, Vitrified flooring. It is vaastu compliant and faces West direction. Other amenities include Lift, Power Back Up, Reserved Parking, Security etc. It has good proximity to prime locations. It is available for rent at Rs 72 per month.",Cooperative Group Housing Society,21.0,16.0,Semi-Furnished,28009489,domcache_srp_28009489,0.0,Dadar West,0.0,2019-11-19,Harshad Pimpale,72000,Vidhata CHS," 2 BHK Apartment for Rent in Vidhata CHS, Dadar West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Dadar-West-in-Mumbai-r4&id=4d423238303039343839,Agent
22550,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,5 floor,East facing Furnshed two bhk on rent very well done up interior one car parking space contact us for inspection and information.",Runwal Developers,13.0,5.0,Furnished,46651133,domcache_srp_46651133,19.0831159325653,Santacruz East,72.8509514581474,2020-01-13,Vashdev Nagpal,65000,Runwal Symphony," 2 BHK Apartment for Rent in Runwal Symphony, Santacruz East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Santacruz-East-in-Mumbai&id=4d423436363531313333,Agent
22557,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,4 floor,East facing Available 2 Bhk Semi Furnished Flat For Rent In Vasu Kamal Complex Located On Saki Vihar Road Chandivali Powai. It’s Semi Furnished Flat With Wardrobe, AC, , Modular Kitchen, Light, Fan, Gas Pipe Line Connection Etc. All Morden Amenities Available In This Complex Like Swimming Pool, Garden, Club House, Children Play Area, Very Close To DMart, Hiranandani Powai And Saki Vihar Road, 10 Min From School, Hospital, 15 Min From Kanjurmarg Station, 25 Min From Airport. Apartment Complex Amenities Include Gym, Club House, Garden, Banquet Hall, Podium Parking, Etc.",The Wadhwa Group,10.0,4.0,Semi-Furnished,47309847,domcache_srp_47309847,19.11659295,Powai,72.88992792,2020-01-13,Sachin,65000,Vasu Kamal," 2 BHK Apartment for Rent in Vasu Kamal, Powai 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai&id=4d423437333039383437,Agent
22631,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,5 floor,North - East facing excellent 2bhk apartment available for rent opp bhatia hospital.",RJ Group,18.0,5.0,Semi-Furnished,46308781,domcache_srp_46308781,18.9646637,Grant Road,72.8152736,2019-11-26,Arvind ,65000,Matru Mandir," 2 BHK Apartment for Rent in Matru Mandir, Grant Road 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Grant-Road-in-Mumbai&id=4d423436333038373831,Agent
22642,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,6 floor,East facing This is one of best huge complex of sunder nagar with garden, club connecting BKC, Santacruz station and Kurla station near by.",Bharat Builders,8.0,6.0,Semi-Furnished,47041133,domcache_srp_47041133,19.0722769,Kalina,72.8642505,2019-12-31,Atif Siddique,68000,Golden Square," 2 BHK Apartment for Rent in Golden Square, Kalina 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Kalina-in-Mumbai&id=4d423437303431313333,Agent
22714,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,16 floor,North - East facing nice flat 2.5bhk semi furnished with mo",Lodha Group,45.0,16.0,Semi-Furnished,42226619,domcache_srp_42226619,18.912904,Cuffe Parade,72.82124499999998,2020-01-12,Ramesh Kumar Gupta,65000,New Cuff Parade," 2 BHK Apartment for Rent in New Cuff Parade, Cuffe Parade 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Cuffe-Parade-in-Mumbai-r1&id=4d423432323236363139,Agent
22732,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,5 floor,East facing Furnshed two bhk on rent very well done up interior one car parking space contact us for inspection and information.",Runwal Developers,13.0,5.0,Furnished,47172685,domcache_srp_47172685,19.0831159325653,Santacruz East,72.8509514581474,2020-01-07,Vashdev Nagpal,65000,Runwal Symphony," 2 BHK Apartment for Rent in Runwal Symphony, Santacruz East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Santacruz-East-in-Mumbai&id=4d423437313732363835,Agent
22733,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,7 floor,North - East facing Luxurious 2 BHK flatFULLY FURNISHEDAvailable on RENT in Vasant Oasis, Marolwith Stilt Car Parking and All World Class AmenitiesImmediate PossessionFor details, please, contact us",Sheth Creators,22.0,7.0,Furnished,46168037,domcache_srp_46168037,19.114625,Andheri East,72.88409300000002,2019-11-20,Zara  Nadvi,68000,Vasant Oasis," 2 BHK Apartment for Rent in Vasant Oasis, Andheri East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-East-in-Mumbai&id=4d423436313638303337,Agent
22750,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,4 floor,East facing the 2 bhk flat available for rent in good apartment with all basic amenities",Cooperative Group Housing Society,6.0,4.0,Semi-Furnished,45310983,domcache_srp_45310983,0.0,Matunga East,0.0,2019-12-16,Amrik Singh Grover,70000,Phoenix House CHS," 2 BHK Apartment for Rent in Phoenix House CHS, Matunga East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Matunga-East-in-Mumbai-r1&id=4d423435333130393833,Agent
22752,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,3 floor,East facing 2 BHK, Multistorey Apartment is available for Rent in Santacruz East, Mumbai for 65,000",Bharat Builders,8.0,3.0,Semi-Furnished,46800487,domcache_srp_46800487,19.0722769,Santacruz East,72.8642505,2019-12-19,Vashdev Nagpal,65000,Golden Square," 2 BHK Apartment for Rent in Golden Square, Santacruz East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Santacruz-East-in-Mumbai&id=4d423436383030343837,Agent
22790,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,5 floor,East facing Two bhk on rent in kalina c s t road brand new building one car parking no restrictions contact us for inspection and information.",Kabra Group,13.0,5.0,Unfurnished,45158005,domcache_srp_45158005,19.073390300000003,Santacruz East,72.8654319,2019-12-30,Vashdev Nagpal,70000,Kabra Centroid," 2 BHK Apartment for Rent in Kabra Centroid, Santacruz East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Santacruz-East-in-Mumbai-r1&id=4d423435313538303035,Agent
22813,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,8 floor,East facing 2 BHK, Multistorey Apartment is available for Rent in Santacruz East, Mumbai for 70,000",Kabra Group,13.0,8.0,Semi-Furnished,46784797,domcache_srp_46784797,19.073390300000003,Santacruz East,72.8654319,2019-12-18,Vashdev Nagpal,70000,Kabra Centroid," 2 BHK Apartment for Rent in Kabra Centroid, Santacruz East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Santacruz-East-in-Mumbai&id=4d423436373834373937,Agent
22878,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,11 floor,East facing 2 Bhk Fully Furnished Apartment Available In Laurel Lilac at Nahar Amrit Shakti Located on Chandivali Powai. Enjoys Good Connectivity With The Rest Of Mumbai. Has Convenient Facilities Such As Markets, Schools, And Temples Nearby. Apartment Has Power Back-Up, RO Water System And Intercom Facilities. There Is Ample Parking Space For Residents And Visitors One Month Brokerage Is Applicable.",Nahar Group,20.0,11.0,Furnished,42224095,domcache_srp_42224095,19.105165,Powai,72.9001526,2020-01-13,Amar,68500,Nahar Laurel and Lilac," 2 BHK Apartment for Rent in Nahar Laurel and Lilac, Powai 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai-r1&id=4d423432323234303935,Agent
22892,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,3 floor,East facing Two bhk on rent in golden square fully furnished contact us for inspection.",Bharat Builders,8.0,3.0,Furnished,45164001,domcache_srp_45164001,19.0722769,Kalina,72.8642505,2019-12-10,Vashdev Nagpal,75000,Golden Square," 2 BHK Apartment for Rent in Golden Square, Kalina 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Kalina-in-Mumbai-r1&id=4d423435313634303031,Agent
22904,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,5 floor,East facing Brand new two bhk on rent in kalina c s t road no restrictions contact us for inspection and information.",Kabra Group,13.0,5.0,Unfurnished,46311241,domcache_srp_46311241,19.073390300000003,Kalina,72.8654319,2019-11-26,Vashdev Nagpal,65000,Kabra Centroid," 2 BHK Apartment for Rent in Kabra Centroid, Kalina 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Kalina-in-Mumbai&id=4d423436333131323431,Agent
22910,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,5 floor,West facing Brand new two bhk on rent in kabra centroid kalina contact us for information and inspection.",Kabra Group,13.0,5.0,Semi-Furnished,43676137,domcache_srp_43676137,19.073390300000003,"Sundar Nagar, Kalina",72.8654319,2019-12-01,Vashdev Nagpal,65000,Kabra Centroid," 2 BHK Apartment for Rent in Kabra Centroid, Sundar Nagar, Kalina 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Sundar-Nagar-in-Mumbai-r2&id=4d423433363736313337,Agent
22923,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,2 floor,West facing This spacious 2 Bedroom Unit is situated on fourth floor and it has spacious 2 bathroom Get this good Unit at 65000 per month.",Kabra Group,13.0,2.0,Semi-Furnished,44034781,domcache_srp_44034781,19.073390300000003,Santacruz East,72.8654319,2019-11-14,Vashdev Nagpal,65000,Kabra Centroid," 2 BHK Apartment for Rent in Kabra Centroid, Santacruz East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Santacruz-East-in-Mumbai&id=4d423434303334373831,Agent
22932,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,5 floor,East facing Two bhk on rent in kalina c s t road brand new building no restrictions contact us for information and inspection.",Kabra Group,13.0,5.0,Unfurnished,46267405,domcache_srp_46267405,19.073390300000003,Kalina,72.8654319,2019-11-24,Vashdev Nagpal,65000,Kabra Centroid," 2 BHK Apartment for Rent in Kabra Centroid, Kalina 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Kalina-in-Mumbai&id=4d423436323637343035,Agent
22936,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,4 floor,West facing  The Apartment has 2 bedroom and it lies on fourth floor and has 2 bathroom You can get this spacious Apartment on a monthly rental of 60000. ",Kabra Group,13.0,4.0,Semi-Furnished,43690549,domcache_srp_43690549,19.073390300000003,Santacruz East,72.8654319,2019-12-02,Vashdev Nagpal,65000,Kabra Centroid," 2 BHK Apartment for Rent in Kabra Centroid, Santacruz East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Santacruz-East-in-Mumbai-r2&id=4d423433363930353439,Agent
22938,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,5 floor,East facing Two bhk on rent in golden square sunder nagar one car parking space contact us for inspection and information.",Bharat Builders,8.0,5.0,Semi-Furnished,46343711,domcache_srp_46343711,19.0722769,"Sundar Nagar, Kalina",72.8642505,2019-11-27,Vashdev Nagpal,75000,Golden Square," 2 BHK Apartment for Rent in Golden Square, Sundar Nagar, Kalina 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Sundar-Nagar-in-Mumbai&id=4d423436333433373131,Agent
23014,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,6 floor,East facing This 2 BHK Apartment lies on sixth floor and it has furnished 2 bathroom You can rent this Apartment on a monthly rent of 82000.",Omkar Realtors and Developers Pvt. Ltd.,30.0,6.0,Unfurnished,44021985,domcache_srp_44021985,19.0013826,Parel,72.84845279999998,2020-01-13,Ramesh Kumar Gupta,82000,Omkar Veda," 2 BHK Apartment for Rent in Omkar Veda, Parel 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Parel-in-Mumbai&id=4d423434303231393835,Agent
23029,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,5 floor,West facing It's at prime location Hill Road Bandra West.Call for more details.",Hilla Builder Pvt. Ltd.,7.0,5.0,Furnished,41901047,domcache_srp_41901047,19.0514504417779,Bandra West,72.8237370670122,2020-01-14,Deepak  Jagasia,81000,Hill Road," 2 BHK Apartment for Rent in Hill Road, Bandra West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Bandra-West-in-Mumbai&id=4d423431393031303437,Agent
23040,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,8 floor,East facing the residents property at Matunga West next to stion",Rohan Lifescapes Group,20.0,8.0,Semi-Furnished,40301029,domcache_srp_40301029,19.0324109184029,Matunga West,72.8471564446558,2020-01-09,Avinash gurav,85000,Lifescapes Mirage," 2 BHK Apartment for Rent in Lifescapes Mirage, Matunga West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Matunga-West-in-Mumbai-r1&id=4d423430333031303239,Agent
23048,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,10 floor,East facing Newly Constructed Property with all amenities",Kanakia Spaces Realty Pvt. Ltd.,21.0,10.0,Semi-Furnished,42280585,domcache_srp_42280585,19.06680489,Bandra Kurla Complex,72.85129455,2020-01-07,Jogin  Valson,99000,Kanakia Paris," 2 BHK Apartment for Rent in Kanakia Paris, Bandra Kurla Complex 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Bandra-Kurla-Complex-in-Mumbai-r1&id=4d423432323830353835,Agent
23073,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,8 floor,East facing Multistorey apartment is available for rent. It is a well maintained and spacious 2 BHK semi-furnished luxurious apartment in Bandra Kurla Complex. Both families and bachelors are allowed in the society.",Kanakia Spaces Realty Pvt. Ltd.,15.0,8.0,Unfurnished,41877305,domcache_srp_41877305,19.06680489,Bandra Kurla Complex,72.85129455,2020-01-08,Jay,90000,Kanakia Paris," 2 BHK Apartment for Rent in Kanakia Paris, Bandra Kurla Complex 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Bandra-Kurla-Complex-in-Mumbai-r3&id=4d423431383737333035,Agent
23164,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,18 floor,East facing Its good Property. 24 hours security, CCTV camera,water and electricity. near market, Mall, Hospital and Offices. any Details call me",JP group,22.0,18.0,Furnished,46870383,domcache_srp_46870383,19.0083802813427,Worli,72.83050442467041,2020-01-03,Dinesh Gupta,85000,Unity Towers," 2 BHK Apartment for Rent in Unity Towers, Worli 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Worli-in-Mumbai&id=4d423436383730333833,Agent
